TP_FUNDO;CNPJ_FUNDO;DT_COMPTC;VL_TOTAL;VL_QUOTA;VL_PATRIM_LIQ;CAPTC_DIA;RESG_DIA;NR_COTST
FI;00.017.024/0001-53;2022-06-01;1049310.14;29.132403800000;1059084.65;0.00;0.00;1
FI;00.068.305/0001-35;2022-06-01;38266057.17;29.513595000000;38260549.43;0.00;185.62;6534
FI;00.071.477/0001-68;2022-06-01;11261214571.33;10.657364162000;11260274376.95;15613704.38;218851211.03;125538
FI;00.073.041/0001-08;2022-06-01;12940537.84;30.976409400000;12931394.24;0.00;401923.48;856
FI;00.083.181/0001-67;2022-06-01;16799464849.84;753.110501880000;16799220329.54;0.00;0.00;4
FI;00.089.915/0001-15;2022-06-01;15284753.75;87.180949800000;15227170.93;0.00;0.22;132
FI;00.102.322/0001-41;2022-06-01;50457944.90;5.458401700000;51867038.61;0.00;0.00;1
FI;00.180.995/0001-10;2022-06-01;181559330.28;600.869613000000;181614144.28;18750.00;222610.40;1190
FI;00.185.259/0001-54;2022-06-01;603078287.47;46.175328410000;601544951.03;0.00;0.00;113
FI;00.194.256/0001-87;2022-06-01;6759571975.66;51.769283673000;6759416661.16;30167227.26;17013565.75;38
FI;00.211.294/0001-09;2022-06-01;1515831126.91;24.490332000000;1515628651.52;0.00;12164130.37;9
FI;00.222.725/0001-24;2022-06-01;82197842.47;4013.887759500000;81563845.20;0.00;7436.62;1203
FI;00.222.816/0001-60;2022-06-01;1818007693.59;8488.030326000000;1815020457.82;73200.54;8728543.17;2878
FI;00.280.302/0001-60;2022-06-01;504492591.90;5223.767261600000;505277494.59;226800.00;654644.86;3173
FI;00.306.278/0001-91;2022-06-01;2033649188.79;20.825517900000;2032352527.43;439643.70;2002569.43;7947
FI;00.322.699/0001-06;2022-06-01;2787424474.18;14.723973100000;2785864797.47;353000.00;2452237.45;3337
FI;00.346.750/0001-10;2022-06-01;15123102.24;35.568565205500;15021831.64;0.00;0.00;94
FI;00.360.293/0001-18;2022-06-01;92484851.89;26.471383000000;91789123.30;1424.00;380811.95;5700
FI;00.398.561/0001-90;2022-06-01;159709087.21;191.774682600000;159400111.86;200.00;16875.91;2792
FI;00.400.490/0001-13;2022-06-01;295177860.42;46205.568414300000;294150919.55;0.00;198124.85;2297
FI;00.463.569/0001-93;2022-06-01;24864530.32;2987.178741600000;24364230.20;0.00;0.00;6
FI;00.524.617/0001-06;2022-06-01;96086928.48;11.803797000000;96116368.90;13300.00;800917.04;2647
FI;00.539.553/0001-17;2022-06-01;323462754.33;345.687709570000;320915100.65;746828.24;2437764.32;6023
FI;00.575.922/0001-27;2022-06-01;34260522.79;1176.526148500000;34259376.76;35000.00;71789.77;261
FI;00.598.452/0001-17;2022-06-01;26987058.47;419.541329000000;26850497.23;501764.76;66914.29;215
FI;00.601.692/0001-23;2022-06-01;151331265.05;7075.261601230000;151078139.43;5000.00;33308.69;2242
FI;00.638.573/0001-45;2022-06-01;39976332.80;248.803178000000;40007266.96;0.00;0.00;7
FI;00.743.026/0001-20;2022-06-01;88710271.47;20.935180000000;88182051.89;129070.00;106523.24;1729
FI;00.756.851/0001-69;2022-06-01;4636572274.52;23.015872165000;4636224737.72;145673.19;10274193.79;231446
FI;00.777.815/0001-81;2022-06-01;159478026.82;33.122448600000;159432577.94;103682.21;309697.96;4539
FI;00.785.365/0001-79;2022-06-01;55185447.64;3.064952000000;54868949.26;0.00;515.50;19617
FI;00.793.947/0001-05;2022-06-01;62312809.09;17.495337700000;63783544.68;29011.04;18470.43;4620
FI;00.809.773/0001-13;2022-06-01;92304240.15;7.306767400000;95690360.37;12820681.01;6160564.10;66
FI;00.812.433/0001-41;2022-06-01;2351863152.81;9.701960000000;2519915764.07;134944835.26;596164587.20;52023
FI;00.813.340/0001-31;2022-06-01;50061317.30;1323.302551700000;49741103.99;0.00;1048.90;16444
FI;00.813.342/0001-20;2022-06-01;854145057.36;3116.202670300000;847791627.03;122050.00;2605677.25;4096
FI;00.817.201/0001-86;2022-06-01;17520728.92;188.361797000000;17577018.67;0.00;49131.66;1043
FI;00.817.677/0001-17;2022-06-01;346446468.11;39980.097905900000;345112472.85;347372.48;1089328.00;511
FI;00.819.855/0001-49;2022-06-01;1277305.95;7.741589900000;1287604.68;0.00;100.00;147
FI;00.819.858/0001-82;2022-06-01;1320840.00;21.209027800000;1310661.47;0.00;0.00;404
FI;00.819.875/0001-10;2022-06-01;198090046.87;36363.890668500000;198069392.44;0.00;92993.70;7
FI;00.819.880/0001-22;2022-06-01;31971293.37;12.463473000000;31981498.44;52650.00;0.00;223
FI;00.819.889/0001-33;2022-06-01;83839831.51;16769.635135300000;84379461.87;179915.00;58372.36;1840
FI;00.819.901/0001-00;2022-06-01;4336021.23;15.933257300000;4293486.48;0.00;0.00;573
FI;00.819.915/0001-23;2022-06-01;126438546.05;31.494619300000;125246559.87;55140.00;103532.08;1065
FI;00.819.929/0001-47;2022-06-01;11783880.59;20.594641500000;11680774.98;0.00;2192.96;663
FI;00.822.055/0001-87;2022-06-01;98582760193.88;46.318030559000;98581747140.73;3226000.00;0.00;1
FI;00.822.059/0001-65;2022-06-01;167789253.32;8.323695452000;166215983.02;133408.81;611658.59;6779
FI;00.822.954/0001-80;2022-06-01;484730221.18;13.330258000000;484451653.22;2513300.00;11021222.62;287
FI;00.824.198/0001-28;2022-06-01;70244695.62;27280.438260000000;71509170.98;1050610.10;228327.43;625
FI;00.825.076/0001-56;2022-06-01;976743.19;6.433382200000;1016128.78;0.00;0.00;237
FI;00.825.077/0001-09;2022-06-01;5936066.97;23.665801100000;5939139.84;0.00;0.00;286
FI;00.826.901/0001-37;2022-06-01;31822017.66;88.679915700000;31618474.17;0.00;0.00;168
FI;00.826.907/0001-04;2022-06-01;30939905.80;2833.510487000000;30725170.01;0.00;0.00;155
FI;00.826.911/0001-72;2022-06-01;7646239.16;1726.494576000000;7665853.56;0.00;0.53;710
FI;00.828.035/0001-13;2022-06-01;20006780.78;35.583167620000;19832375.87;0.00;3763.21;143
FI;00.828.941/0001-18;2022-06-01;3528003.64;160.213816000000;3543939.88;0.00;5.11;664
FI;00.829.163/0001-81;2022-06-01;8465159.75;3260.871140000000;8474022.41;0.00;0.00;55
FI;00.829.280/0001-45;2022-06-01;2970815961.62;35722.576317000000;2972472584.35;2984810.98;5811457.18;14
FI;00.829.282/0001-34;2022-06-01;27127219.02;21837.645702000000;27209372.21;3000.00;7000.05;134
FI;00.829.288/0001-01;2022-06-01;2665038998.10;347.886006000000;2647973800.48;6969309.55;13381161.14;2473
FI;00.829.292/0001-70;2022-06-01;798466905.73;32456.053822000000;792946648.04;889156.36;911150.15;140
FI;00.832.407/0001-85;2022-06-01;5865603076.63;3815.270426000000;5867246431.33;4917740.78;13142000.86;11
FI;00.832.414/0001-87;2022-06-01;723382476.07;2193.559507000000;718198269.74;35286.00;24142375.57;1485
FI;00.832.424/0001-12;2022-06-01;3422681.01;1756.758547000000;3440901.96;0.00;67079.87;256
FI;00.832.431/0001-14;2022-06-01;32326193.69;2252.152722000000;32333270.33;37879.37;37977.26;1151
FI;00.832.435/0001-00;2022-06-01;2428087598.70;3512.483789000000;2415105427.53;12035702.34;5308824.05;279
FI;00.832.443/0001-49;2022-06-01;45205982.84;3306.459296000000;44963857.53;0.00;6019.16;53
FI;00.832.445/0001-38;2022-06-01;316899171.89;1735.568518000000;314739471.22;0.00;1208669.63;834
FI;00.832.453/0001-84;2022-06-01;4763902.71;30.118332500000;4723568.71;0.00;3000.25;30
FI;00.832.587/0001-03;2022-06-01;70682778.65;28.008125710000;70682778.65;40500.00;8840.43;826
FI;00.832.588/0001-40;2022-06-01;32701672.57;4.850512837000;32701672.57;19537.38;213344.04;1170
FI;00.832.696/0001-12;2022-06-01;32388079.13;33497.834074200000;32194542.79;0.00;60.10;86
FI;00.834.072/0001-34;2022-06-01;164419600.80;19.641024000000;164402541.87;187841.19;156729.93;12815
FI;00.834.074/0001-23;2022-06-01;34289758046.53;6.331638000000;34282667295.03;420796359.27;777491333.88;16595
FI;00.836.258/0001-22;2022-06-01;163019222.43;51.491920400000;163064906.10;0.00;0.00;1
FI;00.836.263/0001-35;2022-06-01;156439135.26;17.491954772000;155938209.97;6026000.00;6179.19;1735
FI;00.838.266/0001-08;2022-06-01;8046747.80;19.772198150000;7990448.01;1050.00;0.00;216
FI;00.838.267/0001-52;2022-06-01;873979453.90;8.577262550000;969205247.53;28284510.53;29211069.66;14986
FI;00.838.269/0001-41;2022-06-01;131522754.00;21.452321340000;131495964.43;1940797.34;0.00;90
FI;00.838.868/0001-65;2022-06-01;5562253.62;32.105581000000;5553245.71;0.00;0.00;2
FI;00.840.008/0001-66;2022-06-01;68052823.88;35.431884000000;67291580.70;185000.00;4254.63;1132
FI;00.840.011/0001-80;2022-06-01;2941811259.36;34.470399100000;2942679957.55;48706198.76;44381789.57;14070
FI;00.842.960/0001-07;2022-06-01;41345907.30;30.750530900000;41335689.53;0.00;10016.24;318
FI;00.846.898/0001-13;2022-06-01;31326706.10;17.274260400000;31332588.51;0.00;0.00;4
FI;00.849.567/0001-37;2022-06-01;68597256.61;96554.493847900000;69332206.04;0.00;0.00;3
FI;00.852.311/0001-89;2022-06-01;24718893811.88;22.289486800000;24718562816.13;48136793.45;55537423.30;59
FI;00.856.171/0001-17;2022-06-01;141832924.17;26.257628200000;141826992.30;0.00;0.00;1
FI;00.856.751/0001-04;2022-06-01;681435628.79;7888.765980000000;681328733.47;0.00;0.00;1
FI;00.856.755/0001-92;2022-06-01;1621285035.67;3481.990237100000;1609883102.40;7633862.76;6548470.74;8724
FI;00.857.361/0001-59;2022-06-01;8530422.61;60.928437200000;8537248.04;0.00;0.00;103
FI;00.885.758/0001-54;2022-06-01;32114644.07;18.225531900000;31925125.11;0.00;0.00;7
FI;00.885.760/0001-23;2022-06-01;114666426.72;8.846688100000;114522161.84;22062.01;152142.87;15979
FI;00.885.762/0001-12;2022-06-01;638720213.99;23.440200500000;638552983.84;14059.67;4354149.02;247
FI;00.888.897/0001-31;2022-06-01;35282210.85;42.978511200000;35447246.47;152169.30;5349.40;456
FI;00.893.531/0001-50;2022-06-01;146377921.77;3434.524869400000;146365011.81;0.00;0.00;1
FI;00.906.044/0001-85;2022-06-01;389864985.75;399.077028130000;389861342.20;0.00;0.00;173
FI;00.947.958/0001-94;2022-06-01;108252907.53;60.092420040000;108115505.10;53398.20;71021.84;1554
FI;00.970.059/0001-02;2022-06-01;61868753.79;31.166461900000;64848618.92;0.00;8261.06;38
FI;00.970.074/0001-50;2022-06-01;10288449579.73;34.758290400000;10288035605.42;20682986.12;1975154.83;39
FI;00.973.117/0001-51;2022-06-01;45949055.10;358.410170000000;45847580.90;0.00;0.00;26
FI;00.974.902/0001-29;2022-06-01;481934871.84;53.823974430000;474545233.71;0.00;0.00;1
FI;00.975.480/0001-06;2022-06-01;462627423.37;33.286502200000;462564878.80;605546.66;111510.49;84
FI;00.977.449/0001-04;2022-06-01;507224102.14;1633.687351800000;507202767.77;0.00;0.00;1
FI;00.979.181/0001-40;2022-06-01;2247408.31;626.213068400000;2253492.07;0.00;0.00;2126
FI;00.982.697/0001-43;2022-06-01;84818687.73;16.226378306000;84814132.75;0.00;0.00;0
FI;00.996.200/0001-46;2022-06-01;44397870.99;13.057463200000;44411734.38;0.00;434.40;2
FI;01.045.435/0001-15;2022-06-01;1285558.39;16.749325400000;1275242.63;0.00;0.00;93
FI;01.045.437/0001-04;2022-06-01;2711377.81;16.662638500000;2706558.24;0.00;3000.00;89
FI;01.063.897/0001-65;2022-06-01;764879191.74;139.981656000000;762107504.22;798.56;2354772.44;17988
FI;01.069.185/0001-53;2022-06-01;30953022.64;812.543622000000;30940110.88;13851.44;0.00;1
FI;01.071.664/0001-04;2022-06-01;9636802.45;115.123999490000;9629571.36;0.00;0.00;7
FI;01.099.040/0001-03;2022-06-01;23220402.97;29.559991000000;23157551.49;0.00;0.00;2
FI;01.103.103/0001-40;2022-06-01;7218722.30;11.345218500000;7215866.62;0.00;0.00;3
FI;01.107.772/0001-90;2022-06-01;47581914.00;30.730315700000;47583056.80;0.00;429759.51;159
FI;01.111.801/0001-97;2022-06-01;940046333.95;32.722928000000;939510096.87;0.00;0.00;3
FI;01.114.310/0001-08;2022-06-01;50029370.03;18.273418900000;50016541.20;0.00;99597.15;3593
FI;01.129.004/0001-37;2022-06-01;22791109299.69;290.204422000000;22694923988.91;217278371.99;213066263.23;12252
FI;01.135.345/0001-15;2022-06-01;131019201.56;116.186972000000;131090337.02;200.00;1030679.46;2679
FI;01.147.626/0001-98;2022-06-01;170646713.60;9.287700977500;170194825.78;0.00;0.00;5
FI;01.147.641/0001-36;2022-06-01;873670204.31;32.572803400000;873618990.69;0.00;0.00;1
FI;01.165.780/0001-92;2022-06-01;3039490671.99;26.683239000000;3039705375.98;0.00;28893243.62;5
FI;01.165.781/0001-37;2022-06-01;2932965806.08;20.674925000000;2932587669.06;3428803.10;5975114.95;29399
FI;01.165.788/0001-59;2022-06-01;83441982.08;25.582873416000;83446333.65;0.00;6260000.00;1
FI;01.165.792/0001-17;2022-06-01;43508263.72;12.945900000000;43506439.11;0.00;0.00;6
FI;01.165.796/0001-03;2022-06-01;43524376.46;9.527374000000;43519591.57;0.00;182845.77;2274
FI;01.171.956/0001-19;2022-06-01;6339733.60;6.557374400000;6348348.81;0.00;0.00;241
FI;01.171.957/0001-63;2022-06-01;4485219856.21;29.892442100000;4499312501.20;12929992.63;26351031.15;15
FI;01.174.068/0001-50;2022-06-01;107308805.28;50.500161000000;107329469.39;0.00;0.00;2
FI;01.197.545/0001-00;2022-06-01;138260914.98;2150.163739500000;141899860.17;48460.00;135599.89;2820
FI;01.214.092/0001-75;2022-06-01;251314914.34;25.382103000000;252233432.56;0.00;405254.31;3658
FI;01.221.890/0001-24;2022-06-01;909798482.63;202.846794800000;905321009.40;0.00;281742.63;957
FI;01.231.931/0001-63;2022-06-01;37591622.66;60408.362920000000;37101457.14;0.00;100000.00;2
FI;01.271.827/0001-00;2022-06-01;444506279.25;282.705568000000;441682227.91;50800.00;518410.70;477
FI;01.309.845/0001-26;2022-06-01;136707778.33;38841.532400100000;136051342.91;0.00;0.00;6
FI;01.340.605/0001-94;2022-06-01;2259519.24;2497.987196000000;2271857.58;0.00;0.00;5
FI;01.353.260/0001-03;2022-06-01;1476146798.44;2.844590000000;1546365164.09;58219783.10;57247628.35;1327
FI;01.361.072/0001-27;2022-06-01;9076291.62;201.827201000000;9011499.90;0.00;1000.06;82
FI;01.361.073/0001-71;2022-06-01;22028665.35;295.293510000000;21861161.81;0.00;0.00;37
FI;01.361.074/0001-16;2022-06-01;3127245779.69;344.208156000000;3127300741.17;5338091.95;6495702.20;6
FI;01.375.954/0001-41;2022-06-01;47841626.55;29.523027200000;47745804.66;239000.00;55985.30;168
FI;01.380.701/0001-66;2022-06-01;60827489.76;266.512448700000;60429765.32;0.00;40002.44;19
FI;01.392.020/0001-18;2022-06-01;35306125.88;1794.157261600000;35310643.77;6156.30;0.00;1
FI;01.392.021/0001-62;2022-06-01;761274392.11;2395.175235100000;761343497.48;0.00;250946.09;1
FI;01.410.032/0001-28;2022-06-01;3678045628.70;31.516686000000;3677947846.07;0.00;91378927.54;1
FI;01.424.041/0001-78;2022-06-01;125094520.40;910.816242800000;125111634.43;0.00;0.00;1
FI;01.430.938/0001-04;2022-06-01;358715023.41;8.552965200000;361500642.34;23000.00;110451.97;2780
FI;01.433.414/0001-77;2022-06-01;39902273.62;1791.950352000000;39632341.05;5000.00;0.00;334
FI;01.434.078/0001-87;2022-06-01;1142076242.71;25.044822200000;1143040197.89;31136000.00;17882.68;12
FI;01.452.621/0001-79;2022-06-01;7668183.32;192.923889400000;7466909.07;0.00;150000.00;2
FI;01.464.595/0001-07;2022-06-01;62889130.68;8.612714000000;63353184.65;0.00;0.00;83
FI;01.490.766/0001-64;2022-06-01;6362217.58;14.634184000000;6301969.40;0.00;67.29;754
FI;01.496.940/0001-86;2022-06-01;166792127.66;34342.998526100000;170670946.47;0.00;100000.00;7
FI;01.498.756/0001-75;2022-06-01;17817354.25;29.313181000000;17814265.09;0.00;0.00;1
FI;01.508.152/0001-62;2022-06-01;197690555.67;1131.030663900000;197705408.74;0.00;0.00;1
FI;01.525.057/0001-77;2022-06-01;127623660.34;5.936313000000;127453409.37;26167.05;117955.32;3267
FI;01.536.201/0001-70;2022-06-01;161385664.44;32.510577000000;161075841.31;0.00;0.00;23
FI;01.541.649/0001-82;2022-06-01;4493562.26;12.311340900000;4504027.09;0.00;0.00;152
FI;01.561.079/0001-92;2022-06-01;3797316.37;5.756835800000;3768924.05;0.00;7397.61;4243
FI;01.562.582/0001-62;2022-06-01;460094171.88;27.189501400000;459598870.14;0.00;0.00;4
FI;01.578.474/0001-88;2022-06-01;476945928.94;2.815034000000;475314699.38;346941.98;643945.97;23658
FI;01.587.403/0001-41;2022-06-01;298673217.46;21.916371000000;297167521.47;743523.28;193426.08;2196
FI;01.590.019/0001-06;2022-06-01;4570818.40;1.168949000000;4574599.03;0.00;0.00;24
FI;01.591.605/0001-67;2022-06-01;3766081954.68;263.395428300000;3765771191.60;4379841.33;4203202.72;14
FI;01.597.187/0001-15;2022-06-01;99246498904.09;273.782927000000;99267944054.33;1180765791.63;887809714.21;51
FI;01.597.275/0001-17;2022-06-01;1818408390.68;313.176138000000;1819006043.80;4064127.11;4084884.67;6
FI;01.599.628/0001-18;2022-06-01;6119764295.02;3501.995246000000;6095177574.70;99582875.85;81452308.12;1093
FI;01.603.578/0001-03;2022-06-01;12304786.54;13.926631300000;12282311.24;0.00;0.00;1
FI;01.605.280/0001-24;2022-06-01;34069637.17;15.415367400000;33737435.73;0.00;8300.72;531
FI;01.606.509/0001-45;2022-06-01;57352670.93;1959.086730200000;57356858.41;6407.98;0.00;1
FI;01.606.543/0001-10;2022-06-01;372723022.15;11.704967500000;371714131.35;108497.81;1008822.66;6726
FI;01.606.544/0001-64;2022-06-01;28315998.50;10.615997900000;28322069.20;4400.00;165244.30;518
FI;01.606.545/0001-09;2022-06-01;769234990.79;22.004805900000;785363966.12;399963.85;3501965.15;2409
FI;01.606.546/0001-53;2022-06-01;173715939.29;13.991511800000;177411781.76;23769.50;163111.04;8473
FI;01.606.552/0001-00;2022-06-01;1654527777.96;30.242400100000;1654615954.30;3016719.99;651104.48;18
FI;01.608.399/0001-50;2022-06-01;159921183.13;51.544452500000;160360582.46;0.00;50000.00;385
FI;01.608.572/0001-10;2022-06-01;15271912621.58;26.056746191000;15271705965.05;91141.88;19675904.28;9
FI;01.608.573/0001-65;2022-06-01;104740375834.24;16.334061152000;104740122503.32;1598671611.04;3967979646.16;35
FI;01.613.104/0001-34;2022-06-01;16960481.90;22.741451000000;17038563.09;0.00;5000.37;22
FI;01.615.744/0001-83;2022-06-01;6445411603.14;239.218455000000;6451602877.99;1027322.35;9555055.19;858
FI;01.616.137/0001-38;2022-06-01;2762527.72;2382.618679000000;2783901.60;0.00;0.00;1
FI;01.620.027/0001-40;2022-06-01;19427772.37;125.588596100000;19425507.25;0.00;0.00;3
FI;01.620.606/0001-92;2022-06-01;3354638.55;21563.863143500000;3351675.99;1232.00;2330.40;3
FI;01.622.154/0001-88;2022-06-01;493995126.88;3404.420408160000;454923567.48;0.00;0.00;1
FI;01.623.379/0001-59;2022-06-01;490581785.79;27.458718014000;490535489.01;0.00;0.00;1
FI;01.623.535/0001-81;2022-06-01;916210094.71;103.178700000000;915824096.05;26764310.58;0.00;284
FI;01.623.538/0001-15;2022-06-01;30301290.76;242.922060000000;30352719.43;0.00;0.00;1
FI;01.623.857/0001-20;2022-06-01;36942475.01;167.010965800000;36651103.85;0.00;0.00;75
FI;01.624.111/0001-31;2022-06-01;19468136.38;21.593488800000;19466661.13;0.00;133.69;225
FI;01.624.178/0001-76;2022-06-01;7046432.71;208.553098000000;7092749.34;0.00;0.00;11
FI;01.624.283/0001-05;2022-06-01;137981416.05;16.062805444000;137976189.03;0.00;0.00;1
FI;01.624.316/0001-17;2022-06-01;17032352330.93;206.166630000000;16988928308.58;410451567.15;471631909.32;43
FI;01.625.681/0001-46;2022-06-01;11106386.95;158.908084000000;11112147.78;0.00;0.00;145
FI;01.625.682/0001-90;2022-06-01;368505359.76;4246.962626300000;365725347.17;0.00;0.00;2
FI;01.626.952/0001-88;2022-06-01;46353357.72;50856.154411180000;46384368.37;0.00;0.00;1
FI;01.626.956/0001-66;2022-06-01;292317635.47;39329.776122000000;292354445.52;0.00;0.00;2
FI;01.626.961/0001-79;2022-06-01;839244474.81;27438.636681200000;839088056.85;0.00;54900000.22;3
FI;01.627.516/0001-23;2022-06-01;444990937.19;19.950160700000;442634095.16;2590287.67;12707325.85;25686
FI;01.630.152/0001-30;2022-06-01;439676119.73;13000.369728700000;438341362.54;0.00;0.00;2
FI;01.630.558/0001-13;2022-06-01;40353882977.41;186.988454400000;40335606458.11;86390791.43;34199387.72;24
FI;01.634.642/0001-05;2022-06-01;996960104.09;38.997612500000;996927795.31;0.00;0.00;1
FI;01.643.271/0001-28;2022-06-01;80961040.24;29431.931086700000;79918087.67;0.00;0.00;1
FI;01.655.956/0001-94;2022-06-01;2132840964.16;26.546334000000;2132426435.48;11742.60;3033027.83;6
FI;01.656.101/0001-88;2022-06-01;323291031.94;62.780566200000;332113043.09;0.00;0.00;130
FI;01.675.497/0001-00;2022-06-01;327094149.91;196.300925400000;326213957.49;456.21;145024.22;1
FI;01.678.491/0001-97;2022-06-01;3419645.57;12.900831500000;3403807.30;0.00;0.00;167
FI;01.699.688/0001-02;2022-06-01;375669195.94;17.620082900000;384558919.02;55108.75;1335534.91;37
FI;01.745.808/0001-60;2022-06-01;167388758.05;72810.771862800000;167131955.57;0.00;0.00;84
FI;01.753.087/0001-30;2022-06-01;89277400.19;21317.393628767300;89462858.63;0.00;0.00;228
FI;01.757.217/0001-03;2022-06-01;3515257.26;23.658360000000;3524321.12;0.00;0.00;27
FI;01.776.200/0001-01;2022-06-01;21609994.11;5.925661300000;22879392.17;5800.00;27649.12;4973
FI;01.789.400/0001-90;2022-06-01;9462554.95;11183.565197700000;9607096.41;0.00;21995.05;2
FI;01.822.655/0001-08;2022-06-01;2591158795.76;22.061710000000;2577650824.71;10869974.61;14689715.02;4260
FI;01.823.373/0001-25;2022-06-01;612860579.36;29.110254220000;599501085.99;3857578.93;167480.62;9899
FI;01.873.685/0001-43;2022-06-01;3686716073.86;28.988546802000;3686666208.96;0.00;3497000.00;1
FI;01.884.229/0001-07;2022-06-01;936223917.51;24.158653900000;936017452.90;7150000.00;0.00;1
FI;01.889.170/0001-31;2022-06-01;53149140.96;1668.343865000000;53235204.48;0.00;0.00;16
FI;01.912.197/0001-06;2022-06-01;8784825127.94;9213.009006500000;8806084259.11;0.00;0.00;1
FI;01.960.341/0001-71;2022-06-01;20612192.90;4.339779600000;21353832.62;0.00;5434.15;10225
FI;01.972.291/0001-42;2022-06-01;1155680.97;256.002872000000;1173795.17;0.00;1100.07;16
FI;01.972.663/0001-30;2022-06-01;20111429.12;164.832833000000;19964066.72;0.00;0.00;16
FI;01.975.502/0001-09;2022-06-01;749916204.32;427.468638000000;784749836.38;547000.00;0.00;2
FI;01.978.445/0001-03;2022-06-01;12198669.49;16.252495546000;12198669.49;8000.00;0.00;303
FI;01.991.762/0001-60;2022-06-01;1226298.84;8.863271900000;1232218.06;0.00;0.00;93
FI;01.996.007/0001-78;2022-06-01;5369131433.13;17.439811468000;5368880439.76;0.00;9453245.91;68132
FI;02.010.147/0001-98;2022-06-01;1569846219.87;9.386598427000;1569721644.48;5711743.82;10280806.91;1458
FAPI;02.010.153/0001-45;2022-06-01;15283461.43;12.013114603000;15238515.74;5090.00;554.75;413
FI;02.020.528/0001-58;2022-06-01;318863481.94;16.154202000000;318151845.68;357489.10;243540.43;11678
FI;02.037.763/0001-32;2022-06-01;277743038.93;8650.437749700000;277867395.31;0.00;0.00;2
FI;02.039.468/0001-15;2022-06-01;4761796.56;18246.499298300000;4493946.88;0.00;0.00;10
FI;02.081.341/0001-64;2022-06-01;26822500.00;8.964198100000;27013519.01;0.00;0.00;14
FI;02.097.249/0001-92;2022-06-01;68794003.92;246.368720000000;68851629.30;0.00;63492.02;1302
FI;02.097.252/0001-06;2022-06-01;41463635.61;453.201389000000;41684239.20;300000.00;0.00;105
FI;02.097.253/0001-50;2022-06-01;336398430.42;157.276067000000;339850207.08;164792.12;550000.00;6
FI;02.117.671/0001-62;2022-06-01;81928574.07;27.639403000000;81297164.48;0.00;0.00;1
FI;02.120.736/0001-29;2022-06-01;6998357.06;68.208499000000;7008260.87;0.00;193.86;490
FI;02.127.428/0001-25;2022-06-01;35111682.14;8479.970373900000;35104757.34;27808.55;0.00;1
FI;02.131.724/0001-08;2022-06-01;76023545.08;16.835460000000;77292593.28;100.00;10772.61;1788
FI;02.131.725/0001-44;2022-06-01;29173491.03;7.348280000000;29602125.69;2600.00;6029.66;768
FI;02.138.442/0001-24;2022-06-01;37706415.20;12686.740757200000;38480207.69;0.00;0.00;312
FI;02.143.193/0001-65;2022-06-01;1970064.65;2.906245000000;1125349.55;0.00;0.00;17
FI;02.143.194/0001-00;2022-06-01;147714772.23;14.621505900000;147708442.04;0.00;0.00;1
FI;02.145.108/0001-06;2022-06-01;263287928.72;1340.049585500000;263266347.96;0.00;5540000.00;1
FI;02.162.620/0001-52;2022-06-01;79647467.87;25.245525100000;78895253.18;0.00;0.00;28
FI;02.171.479/0001-54;2022-06-01;48406291.84;11.962339800000;48413264.17;0.00;64689.26;1114
FAPI;02.177.812/0001-32;2022-06-01;66257179.47;6.416307000000;66341843.12;3163.00;0.00;19415
FAPI;02.177.815/0001-76;2022-06-01;1906600.98;5.847667000000;1968853.44;210.00;0.00;385
FAPI;02.185.027/0001-21;2022-06-01;473115050.45;7.326640600000;472701619.60;0.00;131598.50;472765
FI;02.190.541/0001-55;2022-06-01;844942793.67;163.559498000000;844930300.01;0.00;0.00;1
FI;02.198.411/0001-69;2022-06-01;68867325.60;219.640883000000;68773816.67;3500.00;495312.41;1
FI;02.201.163/0001-68;2022-06-01;4128310770.40;18.873408000000;4128013924.35;2912922.91;5709634.17;10005
FI;02.201.164/0001-02;2022-06-01;231107157.65;13.242708000000;231087847.34;184835.93;781440.81;6941
FI;02.201.500/0001-17;2022-06-01;11836948.31;14.186910600000;11833011.95;0.00;0.00;3
FI;02.205.515/0001-53;2022-06-01;115243329.18;9.955987250000;129161941.81;0.00;0.00;5
FI;02.222.178/0001-02;2022-06-01;71069905.49;7.310709000000;71094743.83;10000.00;253700.00;919
FI;02.224.354/0001-45;2022-06-01;2106608695.80;205.340501900000;2102820131.07;13259870.10;9062753.98;471
FI;02.224.382/0001-62;2022-06-01;7022726370.83;229.681421200000;6995471629.75;10800224.27;26872600.00;9
FI;02.225.240/0001-10;2022-06-01;314768.55;902.267129800000;325232.53;0.00;0.00;4
FAPI;02.226.122/0001-26;2022-06-01;4617.97;4.087373000000;4617.97;0.00;0.00;75
FI;02.266.145/0001-64;2022-06-01;39474219546.00;23.145287543000;39473629897.90;0.00;0.00;2
FI;02.290.048/0001-07;2022-06-01;57693163.62;14.811993000000;57281138.89;0.00;3338.05;13031
FI;02.290.279/0001-10;2022-06-01;1336531939.04;87.718259000000;1347183649.26;26774628.63;453025.49;5
FI;02.290.280/0001-45;2022-06-01;4156317224.19;10.610806000000;4156107155.63;0.00;2330223.48;1
FI;02.290.304/0001-66;2022-06-01;1063368685.00;9.347233000000;1063373675.81;0.00;358771.26;1
FI;02.290.305/0001-00;2022-06-01;2568381.11;129.504498000000;2550512.98;0.00;0.00;9
FI;02.294.024/0001-26;2022-06-01;185571584.67;769.465893100000;186744042.05;205314.02;156712.10;9618
